id,obra_id,camion_id,usuario_id,tipo,capacidad,material,ubicacion,destino,timestamp,fecha,camion_nombre,camion_patente,origen,distancia_km,combustible_estimado_litros,tiempo_estimado_minutos,deleted_at,deleted_by
17a717d7-0b6c-406c-94da-af00250402e9,c4af1af6-d35d-4e70-96a3-0d6172dbf701,159ccb29-eb03-4d33-86b1-74f56bb9c1fd,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-06 17:18:51.905+00,2026-01-06,,,Camilo H,,,,,
18775c1d-e02f-4b7f-af0b-7fb428f5baec,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,null,Interno,2026-01-06 18:16:32.506+00,2026-01-06,,,,,,,,
1896597d-8dc2-47f9-b8c3-66e29c9300ac,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,null,Interno,2026-01-06 18:04:28.4+00,2026-01-06,,,,,,,,
1897d6ac-a3b8-4379-8ba5-b5e3c6431716,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-07 20:26:58.949+00,2026-01-07,,,,,,,,
19194a84-828d-4719-8108-a5ac40539e6c,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,null,Interno,2026-01-06 13:06:12.335+00,2026-01-06,,,,,,,,
195f744c-cadd-447a-95bb-c6f632e5cf0a,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-07 20:57:32.624+00,2026-01-07,,,,,,,,
1b062af2-7b85-40de-a733-c010e34763e7,c4af1af6-d35d-4e70-96a3-0d6172dbf701,43b2b73b-cdaa-4e90-abee-f488a49b6f85,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-09 12:12:50.432+00,2026-01-09,,,Camilo H,,,,,
1c11c62e-d918-4568-bef1-b9e5b5b0eb13,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-15 14:17:52.442+00,2026-01-15,,,,,,,,
1dc3fcd7-84e0-4105-9d54-66d6a3c0fe92,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-14 19:53:44.832+00,2026-01-14,,,,,,,,
212910a1-9488-46a0-ad69-e343cbc4b503,c4af1af6-d35d-4e70-96a3-0d6172dbf701,ca033e3a-6823-427c-b9f3-17689407cd5d,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),,,2026-01-12 14:21:00+00,2026-01-12,,,Camilo H,,,,,
2133dea2-587c-43c8-bfa6-7242933e3cf1,c4af1af6-d35d-4e70-96a3-0d6172dbf701,a7203471-01ed-4899-bfd9-c580d55522b3,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-09 12:12:03.247+00,2026-01-09,,,Camilo H,,,,,
21be488f-f3d6-489f-9c0a-469bced70c03,c4af1af6-d35d-4e70-96a3-0d6172dbf701,b6342b66-12c3-4a3c-b2a1-e408fc700348,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-08 12:10:33.705+00,2026-01-08,,,Camilo H,,,,,
21d3d8fe-1acd-4bcd-960e-80b306d0486b,c4af1af6-d35d-4e70-96a3-0d6172dbf701,0eb5e4ef-61be-4602-b7f1-62ca2dd52c79,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,23.00,Base 50-70% (Grava),,,2026-01-16 12:56:35.574+00,2026-01-16,,,Madesal,,,,,
23071a88-9f9f-43d8-bf2f-233926427b52,e4f64806-140d-453b-8b8e-d51544b8b02a,d2d166c5-b600-4d2d-86b4-053389dd4bfa,4c091cd9-7ea4-4767-9e1f-7ae06f7f225a,outgoing,20.00,Tierra,,Botadero,2026-01-13 17:53:16.267+00,2026-01-13,,,,,,,,
2324e139-1061-4b74-a494-dc991104e904,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,null,Interno,2026-01-06 20:54:43.836+00,2026-01-06,,,,,,,,
23491a70-1e82-42b0-beac-15eb53ceb30f,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-08 11:31:07.789+00,2026-01-08,,,,,,,,
2439c2de-5c53-47fa-b75d-4763c2a89196,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-13 13:14:12.772+00,2026-01-13,,,,,,,,
24b4d262-5cc4-4986-b900-e5b806f16fe1,c4af1af6-d35d-4e70-96a3-0d6172dbf701,b6342b66-12c3-4a3c-b2a1-e408fc700348,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-07 13:52:00+00,2026-01-07,,,Camilo H,,,,,
2500dee4-480a-4dc6-8559-ec32a22accda,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-15 19:07:41.941+00,2026-01-15,,,,,,,,
25c26ae5-257e-4cff-970e-55a3140c2860,c4af1af6-d35d-4e70-96a3-0d6172dbf701,a7203471-01ed-4899-bfd9-c580d55522b3,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),,,2026-01-08 13:47:00+00,2026-01-08,,,Camilo H,,,,,
2674e3a2-7c41-4661-9608-a199008d58a2,c4af1af6-d35d-4e70-96a3-0d6172dbf701,159ccb29-eb03-4d33-86b1-74f56bb9c1fd,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-06 12:09:51.816+00,2026-01-06,,,Camilo H,,,,,
280718ff-dfdf-4c2a-aae1-e049527a1c48,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-16 12:54:45.855+00,2026-01-16,,,,,,,,
2896b5ba-9121-4897-a680-3036b1dd00bd,c4af1af6-d35d-4e70-96a3-0d6172dbf701,159ccb29-eb03-4d33-86b1-74f56bb9c1fd,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),,,2026-01-12 15:27:00+00,2026-01-12,,,Camilo H,,,,,
2a1c17b4-f421-47c3-b530-57ff03d01c42,c4af1af6-d35d-4e70-96a3-0d6172dbf701,b6342b66-12c3-4a3c-b2a1-e408fc700348,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-05 19:18:22.839+00,2026-01-05,,,Camilo H,,,,,
2b0270fd-4968-493e-8a5d-80cec1298663,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-17 11:59:45.848+00,2026-01-17,,,,,,,,
2b6a4e09-c128-42f5-b5c4-01fd6d29a5bf,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-17 13:27:04.462+00,2026-01-17,,,,,,,,
2be34d28-b43d-446b-9efc-a27703005955,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,null,Interno,2026-01-06 20:51:05.944+00,2026-01-06,,,,,,,,
2df60249-42c3-461c-b74e-6cab81b04a41,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-07 17:06:53.308+00,2026-01-07,,,,,,,,
2e03b8a1-9bf4-4a67-8512-f447fdcfadde,c4af1af6-d35d-4e70-96a3-0d6172dbf701,b6342b66-12c3-4a3c-b2a1-e408fc700348,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),,,2026-01-06 17:23:00+00,2026-01-06,,,Camilo H,,,,,
2e3f5854-5c50-4eb6-8347-0ce9fb57461f,c4af1af6-d35d-4e70-96a3-0d6172dbf701,a7203471-01ed-4899-bfd9-c580d55522b3,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-08 12:11:11.077+00,2026-01-08,,,Camilo H,,,,,
2ec5351d-9b82-469f-a7c9-3f15ee126386,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,null,Interno,2026-01-05 20:03:53.572+00,2026-01-05,,,,,,,,
2fd37f63-52db-45b5-934a-0b58b547bb3b,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-08 12:48:04.387+00,2026-01-08,,,,,,,,
31908abe-0613-4073-9983-619bfa6fbbad,c4af1af6-d35d-4e70-96a3-0d6172dbf701,43b2b73b-cdaa-4e90-abee-f488a49b6f85,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-14 14:44:13.015+00,2026-01-14,,,Camilo H,,,,2026-01-14 14:46:46.276+00,1c9ddce0-9633-4530-b00c-914d3cf3d9a7
325f15ae-cd14-4410-b911-840de7f6c67a,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,null,Interno,2026-01-06 11:32:58.646+00,2026-01-06,,,,,,,,
32dcdc13-b58c-4999-a92f-3775cb996da0,c4af1af6-d35d-4e70-96a3-0d6172dbf701,47ad73ac-0f50-4034-b67d-3bd47364af23,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,25.00,Base 50-70% (Grava),,,2026-01-16 12:55:45.112+00,2026-01-16,,,Áridos Madesal,,,,,
340953d1-b76f-4af3-afba-e076484df51c,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-08 11:59:26.35+00,2026-01-08,,,,,,,,
3623819a-afe6-4a2a-bc8c-96b0cd464c14,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-13 15:30:25.67+00,2026-01-13,,,,,,,,
367c0da7-378c-47fc-a8b6-0fbdb1f67f01,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-13 13:25:51.116+00,2026-01-13,,,,,,,,
3894780d-2ba5-4243-b8fc-e191e1786624,c4af1af6-d35d-4e70-96a3-0d6172dbf701,79f0a491-9279-42c4-a043-3be8fd350595,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,25.00,Base 50-70% (Grava),null,,2026-01-16 12:58:16.689+00,2026-01-16,,,Áridos Madesal,,,,,
3998848b-ad5c-48b1-9f11-846d19416c52,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Trumado (Arena),,Interno,2026-01-14 15:24:00+00,2026-01-14,,,,,,,,
39b6a0fd-e1ed-4425-8bf6-4b35985310d7,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-14 14:10:14.069+00,2026-01-14,,,,,,,,
3c720427-9c54-4b57-bb24-eb3596318d64,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-07 17:01:16.65+00,2026-01-07,,,,,,,,
3d4f18e7-57be-4dc5-a181-3fe01ef4058f,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-12 12:01:33.761+00,2026-01-12,,,,,,,,
3da57ede-5698-4942-8db0-9969624036a0,c4af1af6-d35d-4e70-96a3-0d6172dbf701,43b2b73b-cdaa-4e90-abee-f488a49b6f85,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-08 15:47:22.891+00,2026-01-08,,,Camilo H,,,,,
3e6017ea-44a8-476f-8f11-c6de1c0324d5,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-14 14:29:36.231+00,2026-01-14,,,,,,,,
3eecd5ac-451e-4c49-89c2-c9a15cf715f0,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-17 13:16:28.401+00,2026-01-17,,,,,,,,
3f5bbd4c-6899-4fe0-8775-6784f49716da,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-07 19:19:07.977+00,2026-01-07,,,,,,,,
3fe7a0f3-ec3d-4b3b-8509-b89e76dddb39,c4af1af6-d35d-4e70-96a3-0d6172dbf701,a7203471-01ed-4899-bfd9-c580d55522b3,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-07 19:55:29.581+00,2026-01-07,,,Camilo H,,,,,
401c64e1-e689-4b05-b82e-db3b78041537,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-12 12:40:33.576+00,2026-01-12,,,,,,,,
4027e58c-8565-4d76-bf67-b4c75efb6a4c,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-17 14:36:42.203+00,2026-01-17,,,,,,,,
44df3143-018a-47cf-a9c7-e2fe85894390,c4af1af6-d35d-4e70-96a3-0d6172dbf701,b6342b66-12c3-4a3c-b2a1-e408fc700348,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-05 13:50:00+00,2026-01-05,,,Camilo H,,,,,
450488d2-30cd-4836-b34c-4dc028e30827,c4af1af6-d35d-4e70-96a3-0d6172dbf701,a65fd013-4e39-4377-b7cf-70f033977940,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-05 13:51:00+00,2026-01-05,,,Camilo H,,,,,
4524f874-1f4e-4c90-a0f9-52c942b42ac7,c4af1af6-d35d-4e70-96a3-0d6172dbf701,a7203471-01ed-4899-bfd9-c580d55522b3,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-05 15:05:00+00,2026-01-05,,,Camilo H,,,,,
4568e310-5330-4a15-95d0-98f495766f18,c4af1af6-d35d-4e70-96a3-0d6172dbf701,43b2b73b-cdaa-4e90-abee-f488a49b6f85,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-05 19:23:22.679+00,2026-01-05,,,Camilo H,,,,,
458c8146-eb64-4069-87b1-f9f731e24834,c4af1af6-d35d-4e70-96a3-0d6172dbf701,063b0758-ce9b-48b1-ba95-6bc5fc9bdafc,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,14.00,Tierra,,Interno,2026-01-07 20:03:13.01+00,2026-01-07,,,,,,,,
4839e340-e806-4343-b940-6d9def08ee14,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,null,Interno,2026-01-06 18:53:44.644+00,2026-01-06,,,,,,,,
